Objective Function,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
-14.130952790548369,0.9987266700679226,0.9936763380117786,0.9952539759942552,0.9992682469736301,0.9932516527207531,0.9916287585360354,0.9974055016669052,0.9984820242199705,0.9948764955174286,2.7000764527558063,2.7618208500206505,2.7618208500206505,0.9966406984701759
-14.19706877944893,0.9985914818659213,0.9975465111697283,0.999897484192959,0.9995518011952705,0.994905762580505,0.9968207048160427,0.9930944090277246,0.9992920108308709,0.9974415520161237,2.714737314116611,2.8357363161830573,2.6901936846429053,0.9968695585035254
-11.760619831111686,0.9996260361720938,0.9970743204207853,0.999644713006249,0.0007092397916855786,0.9982210770054445,0.9928504823573889,0.9972456819803809,0.9963839980863103,0.9943728761249376,0.015796336709892778,2.8976147749876393,2.8976147749876393,0.9922940363354676
-12.397307127536326,0.9945326093011256,0.9958404280077455,0.9997158238489535,0.0013146467948899065,0.9879525168914949,0.9975409750551324,0.9958863672650561,0.9981988249344479,0.9916324871127457,0.9056944284211177,2.742008612620742,2.835463930576787,0.9988128955816632
-14.626400767074024,0.9993162335214051,0.9997558869894247,0.9970641384334106,0.9962023587019722,0.9916579674502305,0.99400592671999,0.9972364525662246,0.9999856235959125,0.9978531878545782,2.8971513134789006,2.9025348105909288,2.8880133990507817,0.9961511550837869
-14.668424897949576,0.999785421925259,0.9994602146385757,0.9991835587885352,0.9983426284426343,0.9993433619877292,0.9971215309400278,0.9965859903792365,0.9970490328248779,0.9984502991896184,2.98150921949637,2.8544956552648646,2.8623138762258193,0.9976780583224213
-14.383132516244261,0.9994548986274714,0.9996559738422965,0.9941231729159129,0.9992510570796469,0.9981938937487685,0.9937905050398793,0.9917273994172917,0.9949283504874996,0.9990982887134452,2.8338733691931184,2.8452766143718944,2.769353137241126,0.9942878781967125
-14.357800426627954,0.9990886476325354,0.998373908320408,0.9981883146577157,0.9993784851059802,0.9983431910200221,0.991037292855399,0.9805967524132191,0.9888828138790484,0.9987732333040481,2.9860188517466746,2.9265524048869285,2.5139872107577546,0.9984261810725066
-13.747799767487331,0.9989869302893907,0.9997789913488256,0.9975216041752399,0.9971791296962411,0.9903132854526754,0.9907807586388008,0.990122448855433,0.9992191612903895,0.9988942573693904,2.4547745488308514,2.5253491461698863,2.8392575486961724,0.991679460084263
-14.21957569508943,0.9887114464292549,0.9973788619011347,0.9952397857877647,0.9998146564031134,0.9932461185663669,0.9936251586297318,0.9952846310763119,0.9954843407333214,0.9993068455373385,2.6756416320544596,2.8349517802161106,2.8349517802161106,0.9905746764620997
-14.488822006663279,0.9983916804695393,0.9980727084381656,0.9993425162302049,0.9968516759741346,0.9990190235269631,0.9986626176110027,0.9941844493856404,0.9995109266334489,0.997957217827083,2.938308624372965,2.9313473191057815,2.668980918162166,0.9974747776102278
-14.453789032545757,0.9983530709531563,0.9886747111144454,0.9919706201123426,0.996912066877346,0.9985119252956934,0.9965755834986573,0.9979827018750317,0.9907130012062687,0.9953386422257403,2.9210014592788935,2.889494027024897,2.790265177798701,0.9933292649755353
-14.194675883675,0.9980553163827054,0.9999482414618438,0.9999836017780334,0.9982192799380306,0.9930037936479228,0.9992928321132994,0.9887786894495373,0.9863575514836496,0.9978374573397641,2.667134623993972,2.9231289266275717,2.6658900683569353,0.9921849643284916
-14.102570955064579,0.9986770584697644,0.9968030237577462,0.9922240181748563,0.9991155377844507,0.9974224357924099,0.9872596668784397,0.9971606335162884,0.9982471486540034,0.9904285672569252,2.4803934338611056,2.8247805960614745,2.893815079921125,0.9985991071980068
-14.544183106643999,0.991986316324696,0.9999046794739254,0.9960902031107934,0.9936263674775393,0.999501662486043,0.9964029639714691,0.9970914318633828,0.9996796643269288,0.9969141681153918,2.8295869137241345,2.9099458966886917,2.9099458966886917,0.9964759872680123
-14.684820947442205,0.9939309560118726,0.9943672434844556,0.9979058193814615,0.9977149503149844,0.9998655413009037,0.9981552654907185,0.9951361680349085,0.9978032181678663,0.9961067053909644,2.929425486117554,2.9212152516098193,2.9315759085226767,0.9955517154158279
-14.224119682533649,0.9925509898569732,0.9957658569738399,0.999802932246392,0.9991922520217427,0.9960896064701148,0.9870576629486487,0.998136381505536,0.9986369391189089,0.9904577159775236,2.788908819574809,2.780834669029705,2.7500703427332462,0.9969968546215559
-14.409654956184928,0.9987758565937188,0.9998108126414293,0.9932802629537731,0.9976839126622592,0.9945676446531404,0.9995996600311303,0.9999497801719249,0.9853509355124446,0.9967104272254154,2.87793034038738,2.689794497788134,2.9182991670195,0.9994380119126457
-14.808161528089464,0.99876147105407,0.9988246435409245,0.9980885783303708,0.9940928548984018,0.9976844216951279,0.9960822796342925,0.9928984625472522,0.9996000996379678,0.9926257771528121,2.9611713416296093,2.9753332119643594,2.9458995426282275,0.9978213355169486
-13.762614352466912,0.9979830449731453,0.9974737780608277,0.9994658559764542,0.993684605359033,0.9955380575022872,0.9992516230481657,0.993186272250706,0.9979558264956823,0.9949152371902429,2.9596220805805706,2.764296348407036,2.117881390041739,0.9966779979823064
-14.426448690694572,0.9934630525049946,0.9969370597910265,0.9959699781959571,0.9999954219281727,0.9890372909601085,0.9969726268753066,0.9948690332256168,0.9997111951697208,0.9990024943498828,2.954144200337372,2.798475139083856,2.7693848566466706,0.9926825200354034
-14.336232766543684,0.9985801153124689,0.9928514076693284,0.9987531327288511,0.9961563827649531,0.9996913349723272,0.9873519969294909,0.9979915331715808,0.9857285510950772,0.9996553219543894,2.8615556722414004,2.886223824657419,2.686479955408527,0.9995021511540795
-12.410596334584328,0.9954717302401794,0.9912585791867661,0.996619404630677,0.0008855429278308291,0.9937011986049458,0.9984998094925045,0.9999491508103218,0.9989584031544438,0.9992459144075762,0.7672066123821542,2.892347960879016,2.8496636896782834,0.9981570881452236
-14.542442192954729,0.9971635698994046,0.9993596831781552,0.9897216014858804,0.9971502489939585,0.9942903506306776,0.996133569193994,0.9924271883601801,0.9971602999114946,0.9868712824150314,2.875711310228135,2.9376659667652794,2.845695430158246,0.9989001680139006
-14.563621191048655,0.9983726150966085,0.9986090778893179,0.9968263633646935,0.9984480517559564,0.9842475692956076,0.9944560443626212,0.999372835375314,0.9872561769280314,0.9870146345813375,2.748544493088023,2.9521941084766015,2.9521941084766015,0.996975362137706
-14.361284570363573,0.9986644631666229,0.9995590117891646,0.9975213284921144,0.9970235463953155,0.9995157898542321,0.9890093796280942,0.9999286272592184,0.9954900413817135,0.9859036589325485,2.788617266390425,2.846490061736451,2.7935334923125286,0.9988695975635742
-14.548801167225758,0.9957282227382056,0.9954574157677707,0.9957917297343365,0.9974612406186606,0.9881755285123787,0.9991039619099246,0.9991244130317107,0.9988470681555671,0.9979437891259515,2.870671974307515,2.8783479321876526,2.896389740028682,0.9976885257199752
-14.19188971841507,0.9985648035132265,0.9995798629702635,0.998551590752706,0.9965920488271539,0.9978040334522885,0.9981607004087193,0.9990140680941263,0.99975039988237,0.9925832465112436,2.818781401788817,2.6481576863883416,2.7758488652525255,0.995268044696771
-14.302808626652704,0.9996609608224939,0.9973424797749803,0.9956014808732986,0.9971620580008925,0.9929542742575171,0.989702535397122,0.9882350306365032,0.994685242229827,0.9989881782400001,2.4794431613931134,2.9592506383270933,2.951826511422806,0.9987152661573501
-14.097619596029185,0.9993868666327687,0.9991500530131189,0.9992719935417828,0.9991612012786886,0.9844507960011084,0.9971661635895721,0.9994792565243891,0.9927662510734104,0.9939056682495281,2.9495705581302656,2.6641451667111626,2.532900383637715,0.9983731201847167
