Objective Function,X1,X2,X3,X4
5159.30066971513,769.6534568345563,922.9741914498422,0.05237388616502325,-0.4270879549517255
5157.8817201749725,581.4227118246615,1123.5877267465064,0.18684692526925784,-0.3623129028308073
5272.02024892947,513.4081072036623,1199.663306182662,0.2386987628748689,-0.33970031815891255
5267.359160378267,846.6287514679633,845.6686001098407,-0.001179225369449588,-0.45404859761298316
5645.1146500066025,999.9195560250702,693.28335949136,-0.10501466574811091,-0.5053034522275528
5164.633333782975,775.6375516660801,915.1966786773374,0.04793339765652238,-0.4279719997126214
5229.955950367348,827.6647909149424,868.1835084422985,0.014422065646646498,-0.44558188791580156
5331.114487186445,884.0965361046386,810.2781877215454,-0.025892691531316903,-0.4661325116039078
5152.348741644885,766.1123465568251,928.1033445997131,0.055195163352103394,-0.4252041861720785
5700.858382080022,1019.2033312272437,678.0347553277996,-0.117319699255515,-0.5124894582355476
5134.95938135917,697.3594159940617,990.8357305809337,0.10006648799940732,-0.4012042872061173
5115.222487468047,705.6322253537581,990.2483120714621,0.09792523973693235,-0.4042311800611611
5374.553898509329,901.7592877823406,794.7131625447123,-0.037256695608029355,-0.4730578339696103
5118.8195965592195,687.7960603711766,1004.6999246517122,0.10910542263899659,-0.3976193304571297
5201.206173779916,547.2809752751713,1159.6761451915631,0.2112080871087596,-0.3501821617113409
5123.8062524779625,633.7395227045625,1071.232338511143,0.1503611305336332,-0.3807398430135065
5147.649080743634,757.8437966347265,933.6698089412507,0.06023923227139627,-0.42191356283320414
5672.906178206551,1010.1859921773025,686.5045876762656,-0.11177562885214987,-0.5097193785412192
5162.8802400006525,752.231850798236,935.6040125267986,0.06381409275945849,-0.41835235878723265
5361.119175074458,499.1864759324298,1199.9058977944314,0.24343131031106757,-0.33171935293410226
5113.051204182649,686.1136761113046,1010.8135646442613,0.1117208873128851,-0.39701903574331204
5327.323047911256,880.6334124102323,814.8218174473878,-0.023120505762932897,-0.4655688691652924
5118.361499574915,678.0947780131426,1014.691364950484,0.11563316214326802,-0.39438817662384623
5308.829688974919,873.7442093006985,819.2599654294404,-0.01880547722780057,-0.4616625505544647
5198.5391237488775,796.4803958813495,903.012227457302,0.03758410694351211,-0.4345916013215112
5401.672754660019,500.8880989780301,1197.2169061858528,0.24349613122885583,-0.3311622337626412
5255.611651228568,844.052040889144,851.5129156018593,0.002352971722906494,-0.45242695550165485
5116.518174279697,679.0875230830189,1022.3513626559384,0.11782304287558842,-0.3966104376936851
5806.227962429471,1049.2569265804264,651.3511720171858,-0.13726764563239707,-0.5234711735310767
5172.65080410834,763.9456730607809,923.0277654545107,0.055027001700487466,-0.4224746812817942
